 film_id |            title            |                                                            description                                                             | release_year | language_id | rental_duration | rental_rate | length | replacement_cost | rating |       last_update       |                       special_features                       |                                                                                                   fulltext                                                                                                    
     437 | House Dynamite              | A Taut Story of a Pioneer And a Squirrel who must Battle a Student in Soviet Georgia                                               |         2006 |           1 |               7 |        2.99 |    109 |            13.99 | R      | 2013-05-26 14:50:58.951 | {Commentaries,"Deleted Scenes","Behind the Scenes"}          | 'battl':14 'dynamit':2 'georgia':19 'hous':1 'must':13 'pioneer':8 'soviet':18 'squirrel':11 'stori':5 'student':16 'taut':4
     438 | Human Graffiti              | A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico            |         2006 |           1 |               3 |        2.99 |     68 |            22.99 | NC-17  | 2013-05-26 14:50:58.951 | {Trailers,"Behind the Scenes"}                               | 'administr':18 'beauti':4 'chase':15 'databas':17 'graffiti':2 'gulf':21 'human':1 'mexico':23 'must':14 'reflect':5 'sumo':11 'woman':8 'wrestler':12
     439 | Hunchback Impossible        | A Touching Yarn of a Frisbee And a Dentist who must Fight a Composer in Ancient Japan                                              |         2006 |           1 |               4 |        4.99 |    151 |            28.99 | PG-13  | 2013-05-26 14:50:58.951 | {Trailers,"Deleted Scenes"}                                  | 'ancient':18 'compos':16 'dentist':11 'fight':14 'frisbe':8 'hunchback':1 'imposs':2 'japan':19 'must':13 'touch':4 'yarn':5
     440 | Hunger Roof                 | A Unbelieveable Yarn of a Student And a Database Administrator who must Outgun a Husband in An Abandoned Mine Shaft                |         2006 |           1 |               6 |        0.99 |    105 |            21.99 | G      | 2013-05-26 14:50:58.951 | {"Deleted Scenes","Behind the Scenes"}                       | 'abandon':20 'administr':12 'databas':11 'hunger':1 'husband':17 'mine':21 'must':14 'outgun':15 'roof':2 'shaft':22 'student':8 'unbeliev':4 'yarn':5
     441 | Hunter Alter                | A Emotional Drama of a Mad Cow And a Boat who must Redeem a Secret Agent in A Shark Tank                                           |         2006 |           1 |               5 |        2.99 |    125 |            21.99 | PG-13  | 2013-05-26 14:50:58.951 | {Commentaries,"Deleted Scenes","Behind the Scenes"}          | 'agent':18 'alter':2 'boat':12 'cow':9 'drama':5 'emot':4 'hunter':1 'mad':8 'must':14 'redeem':15 'secret':17 'shark':21 'tank':22
     442 | Hunting Musketeers          | A Thrilling Reflection of a Pioneer And a Dentist who must Outrace a Womanizer in An Abandoned Mine Shaft                          |         2006 |           1 |               6 |        2.99 |     65 |            24.99 | NC-17  | 2013-05-26 14:50:58.951 | {Trailers,"Deleted Scenes"}                                  | 'abandon':19 'dentist':11 'hunt':1 'mine':20 'musket':2 'must':13 'outrac':14 'pioneer':8 'reflect':5 'shaft':21 'thrill':4 'woman':16
     443 | Hurricane Affair            | A Lacklusture Epistle of a Database Administrator And a Woman who must Meet a Hunter in An Abandoned Mine Shaft                    |         2006 |           1 |               6 |        2.99 |     49 |            11.99 | PG     | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Behind the Scenes"}                  | 'abandon':20 'administr':9 'affair':2 'databas':8 'epistl':5 'hunter':17 'hurrican':1 'lacklustur':4 'meet':15 'mine':21 'must':14 'shaft':22 'woman':12
     444 | Hustler Party               | A Emotional Reflection of a Sumo Wrestler And a Monkey who must Conquer a Robot in The Sahara Desert                               |         2006 |           1 |               3 |        4.99 |     83 |            22.99 | NC-17  | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Behind the Scenes"}                  | 'conquer':15 'desert':21 'emot':4 'hustler':1 'monkey':12 'must':14 'parti':2 'reflect':5 'robot':17 'sahara':20 'sumo':8 'wrestler':9
     445 | Hyde Doctor                 | A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat                                              |         2006 |           1 |               5 |        2.99 |    100 |            11.99 | G      | 2013-05-26 14:50:58.951 | {Trailers,"Deleted Scenes"}                                  | 'boat':20 'boy':8 'doctor':2 'documentari':5 'fanci':4 'hyde':1 'jet':19 'must':13 'redeem':14 'woman':11,16
     446 | Hysterical Grail            | A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse                                             |         2006 |           1 |               5 |        4.99 |    150 |            19.99 | PG     | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Deleted Scenes"}                     | 'amaz':4 'build':14 'car':16 'dentist':11 'grail':2 'hyster':1 'madman':8 'manhattan':19 'must':13 'penthous':20 'saga':5
     447 | Ice Crossing                | A Fast-Paced Tale of a Butler And a Moose who must Overcome a Pioneer in A Manhattan Penthouse                                     |         2006 |           1 |               5 |        2.99 |    131 |            28.99 | R      | 2013-05-26 14:50:58.951 | {"Deleted Scenes"}                                           | 'butler':10 'cross':2 'fast':5 'fast-pac':4 'ice':1 'manhattan':21 'moos':13 'must':15 'overcom':16 'pace':6 'penthous':22 'pioneer':18 'tale':7
     448 | Idaho Love                  | A Fast-Paced Drama of a Student And a Crocodile who must Meet a Database Administrator in The Outback                              |         2006 |           1 |               3 |        2.99 |    172 |            25.99 | PG-13  | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Deleted Scenes","Behind the Scenes"} | 'administr':19 'crocodil':13 'databas':18 'drama':7 'fast':5 'fast-pac':4 'idaho':1 'love':2 'meet':16 'must':15 'outback':22 'pace':6 'student':10
     451 | Igby Maker                  | A Epic Documentary of a Hunter And a Dog who must Outgun a Dog in A Baloon Factory                                                 |         2006 |           1 |               7 |        4.99 |    160 |            12.99 | NC-17  | 2013-05-26 14:50:58.951 | {Trailers,"Behind the Scenes"}                               | 'baloon':19 'documentari':5 'dog':11,16 'epic':4 'factori':20 'hunter':8 'igbi':1 'maker':2 'must':13 'outgun':14
     452 | Illusion Amelie             | A Emotional Epistle of a Boat And a Mad Scientist who must Outrace a Robot in An Abandoned Mine Shaft                              |         2006 |           1 |               4 |        0.99 |    122 |            15.99 | R      | 2013-05-26 14:50:58.951 | {Commentaries,"Behind the Scenes"}                           | 'abandon':20 'ameli':2 'boat':8 'emot':4 'epistl':5 'illus':1 'mad':11 'mine':21 'must':14 'outrac':15 'robot':17 'scientist':12 'shaft':22
     453 | Image Princess              | A Lacklusture Panorama of a Secret Agent And a Crocodile who must Discover a Madman in The Canadian Rockies                        |         2006 |           1 |               3 |        2.99 |    178 |            17.99 | PG-13  | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Deleted Scenes"}                     | 'agent':9 'canadian':20 'crocodil':12 'discov':15 'imag':1 'lacklustur':4 'madman':17 'must':14 'panorama':5 'princess':2 'rocki':21 'secret':8
     454 | Impact Aladdin              | A Epic Character Study of a Frisbee And a Moose who must Outgun a Technical Writer in A Shark Tank                                 |         2006 |           1 |               6 |        0.99 |    180 |            20.99 | PG-13  | 2013-05-26 14:50:58.951 | {Trailers,"Deleted Scenes"}                                  | 'aladdin':2 'charact':5 'epic':4 'frisbe':9 'impact':1 'moos':12 'must':14 'outgun':15 'shark':21 'studi':6 'tank':22 'technic':17 'writer':18
     455 | Impossible Prejudice        | A Awe-Inspiring Yarn of a Monkey And a Hunter who must Chase a Teacher in Ancient China                                            |         2006 |           1 |               7 |        4.99 |    103 |            11.99 | NC-17  | 2013-05-26 14:50:58.951 | {"Deleted Scenes"}                                           | 'ancient':20 'awe':5 'awe-inspir':4 'chase':16 'china':21 'hunter':13 'imposs':1 'inspir':6 'monkey':10 'must':15 'prejudic':2 'teacher':18 'yarn':7
     456 | Inch Jet                    | A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery                                                |         2006 |           1 |               6 |        4.99 |    167 |            18.99 | NC-17  | 2013-05-26 14:50:58.951 | {"Deleted Scenes"}                                           | 'butler':16 'defeat':14 'fate':4 'inch':1 'jet':2 'monasteri':19 'must':13 'saga':5 'student':11 'woman':8
     457 | Independence Hotel          | A Thrilling Tale of a Technical Writer And a Boy who must Face a Pioneer in A Monastery                                            |         2006 |           1 |               5 |        0.99 |    157 |            21.99 | NC-17  | 2013-05-26 14:50:58.951 | {Trailers,"Behind the Scenes"}                               | 'boy':12 'face':15 'hotel':2 'independ':1 'monasteri':20 'must':14 'pioneer':17 'tale':5 'technic':8 'thrill':4 'writer':9
     458 | Indian Love                 | A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House                       |         2006 |           1 |               4 |        0.99 |    135 |            26.99 | NC-17  | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Deleted Scenes","Behind the Scenes"} | 'abandon':21 'astronaut':18 'fun':22 'hous':23 'indian':1 'insight':4 'kill':16 'love':2 'mad':8,12 'must':15 'saga':5 'scientist':9,13
     459 | Informer Double             | A Action-Packed Display of a Woman And a Dentist who must Redeem a Forensic Psychologist in The Canadian Rockies                   |         2006 |           1 |               4 |        4.99 |     74 |            23.99 | NC-17  | 2013-05-26 14:50:58.951 | {Trailers,Commentaries}                                      | 'action':5 'action-pack':4 'canadian':22 'dentist':13 'display':7 'doubl':2 'forens':18 'inform':1 'must':15 'pack':6 'psychologist':19 'redeem':16 'rocki':23 'woman':10
     460 | Innocent Usual              | A Beautiful Drama of a Pioneer And a Crocodile who must Challenge a Student in The Outback                                         |         2006 |           1 |               3 |        4.99 |    178 |            26.99 | PG-13  | 2013-05-26 14:50:58.951 | {Trailers,"Deleted Scenes","Behind the Scenes"}              | 'beauti':4 'challeng':14 'crocodil':11 'drama':5 'innoc':1 'must':13 'outback':19 'pioneer':8 'student':16 'usual':2
     461 | Insects Stone               | A Epic Display of a Butler And a Dog who must Vanquish a Crocodile in A Manhattan Penthouse                                        |         2006 |           1 |               3 |        0.99 |    123 |            14.99 | NC-17  | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Behind the Scenes"}                  | 'butler':8 'crocodil':16 'display':5 'dog':11 'epic':4 'insect':1 'manhattan':19 'must':13 'penthous':20 'stone':2 'vanquish':14
     462 | Insider Arizona             | A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory                                      |         2006 |           1 |               5 |        2.99 |     78 |            17.99 | NC-17  | 2013-05-26 14:50:58.951 | {Commentaries}                                               | 'arizona':2 'astound':4 'baloon':20 'factori':21 'hunter':12 'insid':1 'mad':8 'must':14 'pursu':15 'robot':17 'saga':5 'scientist':9
     463 | Instinct Airport            | A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse                             |         2006 |           1 |               4 |        2.99 |    116 |            21.99 | PG     | 2013-05-26 14:50:58.951 | {Commentaries,"Deleted Scenes"}                              | 'airport':2 'butler':17 'confront':15 'cow':9 'documentari':5 'explor':12 'instinct':1 'mad':8 'manhattan':20 'must':14 'penthous':21 'touch':4
     464 | Intentions Empire           | A Astounding Epistle of a Cat And a Cat who must Conquer a Mad Cow in A U-Boat                                                     |         2006 |           1 |               3 |        2.99 |    107 |            13.99 | PG-13  | 2013-05-26 14:50:58.951 | {Trailers,"Behind the Scenes"}                               | 'astound':4 'boat':22 'cat':8,11 'conquer':14 'cow':17 'empir':2 'epistl':5 'intent':1 'mad':16 'must':13 'u':21 'u-boat':20
     465 | Interview Liaisons          | A Action-Packed Reflection of a Student And a Butler who must Discover a Database Administrator in A Manhattan Penthouse           |         2006 |           1 |               4 |        4.99 |     59 |            17.99 | R      | 2013-05-26 14:50:58.951 | {Commentaries,"Behind the Scenes"}                           | 'action':5 'action-pack':4 'administr':19 'butler':13 'databas':18 'discov':16 'interview':1 'liaison':2 'manhattan':22 'must':15 'pack':6 'penthous':23 'reflect':7 'student':10
     466 | Intolerable Intentions      | A Awe-Inspiring Story of a Monkey And a Pastry Chef who must Succumb a Womanizer in A MySQL Convention                             |         2006 |           1 |               6 |        4.99 |     63 |            20.99 | PG-13  | 2013-05-26 14:50:58.951 | {Commentaries,"Behind the Scenes"}                           | 'awe':5 'awe-inspir':4 'chef':14 'convent':23 'inspir':6 'intent':2 'intoler':1 'monkey':10 'must':16 'mysql':22 'pastri':13 'stori':7 'succumb':17 'woman':19
     467 | Intrigue Worst              | A Fanciful Character Study of a Explorer And a Mad Scientist who must Vanquish a Squirrel in A Jet Boat                            |         2006 |           1 |               6 |        0.99 |    181 |            10.99 | G      | 2013-05-26 14:50:58.951 | {"Deleted Scenes"}                                           | 'boat':22 'charact':5 'explor':9 'fanci':4 'intrigu':1 'jet':21 'mad':12 'must':15 'scientist':13 'squirrel':18 'studi':6 'vanquish':16 'worst':2
     468 | Invasion Cyclone            | A Lacklusture Character Study of a Mad Scientist And a Womanizer who must Outrace a Explorer in A Monastery                        |         2006 |           1 |               5 |        2.99 |     97 |            12.99 | PG     | 2013-05-26 14:50:58.951 | {Trailers,"Deleted Scenes"}                                  | 'charact':5 'cyclon':2 'explor':18 'invas':1 'lacklustur':4 'mad':9 'monasteri':21 'must':15 'outrac':16 'scientist':10 'studi':6 'woman':13
     469 | Iron Moon                   | A Fast-Paced Documentary of a Mad Cow And a Boy who must Pursue a Dentist in A Baloon                                              |         2006 |           1 |               7 |        4.99 |     46 |            27.99 | PG     | 2013-05-26 14:50:58.951 | {Commentaries,"Behind the Scenes"}                           | 'baloon':22 'boy':14 'cow':11 'dentist':19 'documentari':7 'fast':5 'fast-pac':4 'iron':1 'mad':10 'moon':2 'must':16 'pace':6 'pursu':17
     470 | Ishtar Rocketeer            | A Astounding Saga of a Dog And a Squirrel who must Conquer a Dog in An Abandoned Fun House                                         |         2006 |           1 |               4 |        4.99 |     79 |            24.99 | R      | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Deleted Scenes"}                     | 'abandon':19 'astound':4 'conquer':14 'dog':8,16 'fun':20 'hous':21 'ishtar':1 'must':13 'rocket':2 'saga':5 'squirrel':11
     471 | Island Exorcist             | A Fanciful Panorama of a Technical Writer And a Boy who must Find a Dentist in An Abandoned Fun House                              |         2006 |           1 |               7 |        2.99 |     84 |            23.99 | NC-17  | 2013-05-26 14:50:58.951 | {Trailers,Commentaries}                                      | 'abandon':20 'boy':12 'dentist':17 'exorcist':2 'fanci':4 'find':15 'fun':21 'hous':22 'island':1 'must':14 'panorama':5 'technic':8 'writer':9
     472 | Italian African             | A Astounding Character Study of a Monkey And a Moose who must Outgun a Cat in A U-Boat                                             |         2006 |           1 |               3 |        4.99 |    174 |            24.99 | G      | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Deleted Scenes"}                     | 'african':2 'astound':4 'boat':22 'cat':17 'charact':5 'italian':1 'monkey':9 'moos':12 'must':14 'outgun':15 'studi':6 'u':21 'u-boat':20
     473 | Jacket Frisco               | A Insightful Reflection of a Womanizer And a Husband who must Conquer a Pastry Chef in A Baloon                                    |         2006 |           1 |               5 |        2.99 |    181 |            16.99 | PG-13  | 2013-05-26 14:50:58.951 | {Trailers,"Deleted Scenes","Behind the Scenes"}              | 'baloon':20 'chef':17 'conquer':14 'frisco':2 'husband':11 'insight':4 'jacket':1 'must':13 'pastri':16 'reflect':5 'woman':8
     474 | Jade Bunch                  | A Insightful Panorama of a Squirrel And a Mad Cow who must Confront a Student in The First Manned Space Station                    |         2006 |           1 |               6 |        2.99 |    174 |            21.99 | NC-17  | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Behind the Scenes"}                  | 'bunch':2 'confront':15 'cow':12 'first':20 'insight':4 'jade':1 'mad':11 'man':21 'must':14 'panorama':5 'space':22 'squirrel':8 'station':23 'student':17
     475 | Japanese Run                | A Awe-Inspiring Epistle of a Feminist And a Girl who must Sink a Girl in The Outback                                               |         2006 |           1 |               6 |        0.99 |    135 |            29.99 | G      | 2013-05-26 14:50:58.951 | {"Deleted Scenes"}                                           | 'awe':5 'awe-inspir':4 'epistl':7 'feminist':10 'girl':13,18 'inspir':6 'japanes':1 'must':15 'outback':21 'run':2 'sink':16
     476 | Jason Trap                  | A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery                                                   |         2006 |           1 |               5 |        2.99 |    130 |             9.99 | NC-17  | 2013-05-26 14:50:58.951 | {Trailers,"Deleted Scenes","Behind the Scenes"}              | 'conquer':15 'dog':17 'jason':1 'monasteri':20 'must':14 'shark':12 'tale':5 'thought':4 'trap':2 'woman':8
     477 | Jawbreaker Brooklyn         | A Stunning Reflection of a Boat And a Pastry Chef who must Succumb a A Shark in A Jet Boat                                         |         2006 |           1 |               5 |        0.99 |    118 |            15.99 | PG     | 2013-05-26 14:50:58.951 | {Trailers,"Behind the Scenes"}                               | 'boat':8,22 'brooklyn':2 'chef':12 'jawbreak':1 'jet':21 'must':14 'pastri':11 'reflect':5 'shark':18 'stun':4 'succumb':15
     478 | Jaws Harry                  | A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House                     |         2006 |           1 |               4 |        2.99 |    112 |            10.99 | G      | 2013-05-26 14:50:58.951 | {"Deleted Scenes"}                                           | 'abandon':20 'administr':9 'databas':8 'display':5 'dog':17 'fun':21 'harri':2 'hous':22 'jaw':1 'monkey':12 'must':14 'overcom':15 'thrill':4
     479 | Jedi Beneath                | A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria                                           |         2006 |           1 |               7 |        0.99 |    128 |            12.99 | PG     | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Deleted Scenes"}                     | 'astound':4 'beneath':2 'dentist':11 'explor':8 'jedi':1 'must':13 'nigeria':18 'pursu':14 'reflect':5 'student':16
     480 | Jeepers Wedding             | A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia                                         |         2006 |           1 |               3 |        2.99 |     84 |            29.99 | R      | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Deleted Scenes"}                     | 'astound':4 'chef':17 'compos':8 'display':5 'dog':11 'georgia':20 'jeeper':1 'kill':14 'must':13 'pastri':16 'soviet':19 'wed':2
     481 | Jekyll Frogmen              | A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank                                           |         2006 |           1 |               4 |        2.99 |     58 |            22.99 | PG     | 2013-05-26 14:50:58.951 | {Commentaries,"Deleted Scenes","Behind the Scenes"}          | 'astronaut':11 'epistl':5 'fanci':4 'frogmen':2 'jekyl':1 'kill':14 'must':13 'shark':19 'student':8 'tank':20 'waitress':16
     482 | Jeopardy Encino             | A Boring Panorama of a Man And a Mad Cow who must Face a Explorer in Ancient India                                                 |         2006 |           1 |               3 |        0.99 |    102 |            12.99 | R      | 2013-05-26 14:50:58.951 | {Trailers,Commentaries}                                      | 'ancient':19 'bore':4 'cow':12 'encino':2 'explor':17 'face':15 'india':20 'jeopardi':1 'mad':11 'man':8 'must':14 'panorama':5
     483 | Jericho Mulan               | A Amazing Yarn of a Hunter And a Butler who must Defeat a Boy in A Jet Boat                                                        |         2006 |           1 |               3 |        2.99 |    171 |            29.99 | NC-17  | 2013-05-26 14:50:58.951 | {Commentaries}                                               | 'amaz':4 'boat':20 'boy':16 'butler':11 'defeat':14 'hunter':8 'jericho':1 'jet':19 'mulan':2 'must':13 'yarn':5
     484 | Jerk Paycheck               | A Touching Character Study of a Pastry Chef And a Database Administrator who must Reach a A Shark in Ancient Japan                 |         2006 |           1 |               3 |        2.99 |    172 |            13.99 | NC-17  | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Deleted Scenes","Behind the Scenes"} | 'administr':14 'ancient':22 'charact':5 'chef':10 'databas':13 'japan':23 'jerk':1 'must':16 'pastri':9 'paycheck':2 'reach':17 'shark':20 'studi':6 'touch':4
     485 | Jersey Sassy                | A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan                                      |         2006 |           1 |               6 |        4.99 |     60 |            16.99 | PG     | 2013-05-26 14:50:58.951 | {"Deleted Scenes","Behind the Scenes"}                       | 'ancient':19 'cow':12 'documentari':5 'feminist':17 'find':15 'japan':20 'jersey':1 'lacklustur':4 'mad':11 'madman':8 'must':14 'sassi':2
     486 | Jet Neighbors               | A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat                                               |         2006 |           1 |               7 |        4.99 |     59 |            14.99 | R      | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Behind the Scenes"}                  | 'amaz':4 'boat':21 'display':5 'jet':1 'lumberjack':8 'must':13 'neighbor':2 'outrac':14 'teacher':11 'u':20 'u-boat':19 'woman':16
     487 | Jingle Sagebrush            | A Epic Character Study of a Feminist And a Student who must Meet a Woman in A Baloon                                               |         2006 |           1 |               6 |        4.99 |    124 |            29.99 | PG-13  | 2013-05-26 14:50:58.951 | {Trailers,Commentaries}                                      | 'baloon':20 'charact':5 'epic':4 'feminist':9 'jingl':1 'meet':15 'must':14 'sagebrush':2 'student':12 'studi':6 'woman':17
     488 | Joon Northwest              | A Thrilling Panorama of a Technical Writer And a Car who must Discover a Forensic Psychologist in A Shark Tank                     |         2006 |           1 |               3 |        0.99 |    105 |            23.99 | NC-17  | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Behind the Scenes"}                  | 'car':12 'discov':15 'forens':17 'joon':1 'must':14 'northwest':2 'panorama':5 'psychologist':18 'shark':21 'tank':22 'technic':8 'thrill':4 'writer':9
     489 | Juggler Hardly              | A Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California                                                   |         2006 |           1 |               4 |        0.99 |     54 |            14.99 | PG-13  | 2013-05-26 14:50:58.951 | {Trailers,Commentaries}                                      | 'astronaut':12 'california':19 'car':17 'challeng':15 'cow':9 'epic':4 'hard':2 'juggler':1 'mad':8 'must':14 'stori':5
     490 | Jumanji Blade               | A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans                                        |         2006 |           1 |               4 |        2.99 |    121 |            13.99 | G      | 2013-05-26 14:50:58.951 | {Commentaries,"Behind the Scenes"}                           | 'blade':2 'husband':8 'intrepid':4 'jumanji':1 'mad':16 'must':13 'new':19 'orlean':20 'pursu':14 'scientist':17 'woman':11 'yarn':5
     491 | Jumping Wrath               | A Touching Epistle of a Monkey And a Feminist who must Discover a Boat in Berlin                                                   |         2006 |           1 |               4 |        0.99 |     74 |            18.99 | NC-17  | 2013-05-26 14:50:58.951 | {Commentaries,"Behind the Scenes"}                           | 'berlin':18 'boat':16 'discov':14 'epistl':5 'feminist':11 'jump':1 'monkey':8 'must':13 'touch':4 'wrath':2
     492 | Jungle Closer               | A Boring Character Study of a Boy And a Woman who must Battle a Astronaut in Australia                                             |         2006 |           1 |               6 |        0.99 |    134 |            11.99 | NC-17  | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Deleted Scenes"}                     | 'astronaut':17 'australia':19 'battl':15 'bore':4 'boy':9 'charact':5 'closer':2 'jungl':1 'must':14 'studi':6 'woman':12
     493 | Kane Exorcist               | A Epic Documentary of a Composer And a Robot who must Overcome a Car in Berlin                                                     |         2006 |           1 |               5 |        0.99 |     92 |            18.99 | R      | 2013-05-26 14:50:58.951 | {Trailers,Commentaries}                                      | 'berlin':18 'car':16 'compos':8 'documentari':5 'epic':4 'exorcist':2 'kane':1 'must':13 'overcom':14 'robot':11
     494 | Karate Moon                 | A Astounding Yarn of a Womanizer And a Dog who must Reach a Waitress in A MySQL Convention                                         |         2006 |           1 |               4 |        0.99 |    120 |            21.99 | PG-13  | 2013-05-26 14:50:58.951 | {"Behind the Scenes"}                                        | 'astound':4 'convent':20 'dog':11 'karat':1 'moon':2 'must':13 'mysql':19 'reach':14 'waitress':16 'woman':8 'yarn':5
     495 | Kentuckian Giant            | A Stunning Yarn of a Woman And a Frisbee who must Escape a Waitress in A U-Boat                                                    |         2006 |           1 |               5 |        2.99 |    169 |            10.99 | PG     | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Deleted Scenes","Behind the Scenes"} | 'boat':21 'escap':14 'frisbe':11 'giant':2 'kentuckian':1 'must':13 'stun':4 'u':20 'u-boat':19 'waitress':16 'woman':8 'yarn':5
     496 | Kick Savannah               | A Emotional Drama of a Monkey And a Robot who must Defeat a Monkey in New Orleans                                                  |         2006 |           1 |               3 |        0.99 |    179 |            10.99 | PG-13  | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Deleted Scenes"}                     | 'defeat':14 'drama':5 'emot':4 'kick':1 'monkey':8,16 'must':13 'new':18 'orlean':19 'robot':11 'savannah':2
     497 | Kill Brotherhood            | A Touching Display of a Hunter And a Secret Agent who must Redeem a Husband in The Outback                                         |         2006 |           1 |               4 |        0.99 |     54 |            15.99 | G      | 2013-05-26 14:50:58.951 | {Trailers,Commentaries}                                      | 'agent':12 'brotherhood':2 'display':5 'hunter':8 'husband':17 'kill':1 'must':14 'outback':20 'redeem':15 'secret':11 'touch':4
     498 | Killer Innocent             | A Fanciful Character Study of a Student And a Explorer who must Succumb a Composer in An Abandoned Mine Shaft                      |         2006 |           1 |               7 |        2.99 |    161 |            11.99 | R      | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Deleted Scenes"}                     | 'abandon':20 'charact':5 'compos':17 'explor':12 'fanci':4 'innoc':2 'killer':1 'mine':21 'must':14 'shaft':22 'student':9 'studi':6 'succumb':15
     499 | King Evolution              | A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon                                                 |         2006 |           1 |               3 |        4.99 |    184 |            24.99 | NC-17  | 2013-05-26 14:50:58.951 | {Trailers,"Deleted Scenes","Behind the Scenes"}              | 'action':5 'action-pack':4 'baloon':21 'boy':10 'chase':16 'evolut':2 'king':1 'lumberjack':13 'madman':18 'must':15 'pack':6 'tale':7
     500 | Kiss Glory                  | A Lacklusture Reflection of a Girl And a Husband who must Find a Robot in The Canadian Rockies                                     |         2006 |           1 |               5 |        4.99 |    163 |            11.99 | PG-13  | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Behind the Scenes"}                  | 'canadian':19 'find':14 'girl':8 'glori':2 'husband':11 'kiss':1 'lacklustur':4 'must':13 'reflect':5 'robot':16 'rocki':20
     501 | Kissing Dolls               | A Insightful Reflection of a Pioneer And a Teacher who must Build a Composer in The First Manned Space Station                     |         2006 |           1 |               3 |        4.99 |    141 |             9.99 | R      | 2013-05-26 14:50:58.951 | {Trailers}                                                   | 'build':14 'compos':16 'doll':2 'first':19 'insight':4 'kiss':1 'man':20 'must':13 'pioneer':8 'reflect':5 'space':21 'station':22 'teacher':11
     502 | Knock Warlock               | A Unbelieveable Story of a Teacher And a Boat who must Confront a Moose in A Baloon                                                |         2006 |           1 |               4 |        2.99 |     71 |            21.99 | PG-13  | 2013-05-26 14:50:58.951 | {Trailers}                                                   | 'baloon':19 'boat':11 'confront':14 'knock':1 'moos':16 'must':13 'stori':5 'teacher':8 'unbeliev':4 'warlock':2
     503 | Kramer Chocolate            | A Amazing Yarn of a Robot And a Pastry Chef who must Redeem a Mad Scientist in The Outback                                         |         2006 |           1 |               3 |        2.99 |    171 |            24.99 | R      | 2013-05-26 14:50:58.951 | {Trailers}                                                   | 'amaz':4 'chef':12 'chocol':2 'kramer':1 'mad':17 'must':14 'outback':21 'pastri':11 'redeem':15 'robot':8 'scientist':18 'yarn':5
     504 | Kwai Homeward               | A Amazing Drama of a Car And a Squirrel who must Pursue a Car in Soviet Georgia                                                    |         2006 |           1 |               5 |        0.99 |     46 |            25.99 | PG-13  | 2013-05-26 14:50:58.951 | {Trailers,Commentaries}                                      | 'amaz':4 'car':8,16 'drama':5 'georgia':19 'homeward':2 'kwai':1 'must':13 'pursu':14 'soviet':18 'squirrel':11
